path,lines,qt_widgets,qt_qobject,qt_core,qt_network,qt_qml,sqlite,posix
Letos/core/parser/sqlite3_parse.y,3190,0,3,70,0,0,1,10
Letos/core/parser/statementtokenbuilder.cpp,232,0,0,21,0,0,0,0
Letos/core/parser/statementtokenbuilder.h,301,0,0,17,0,0,0,0
Letos/core/parser/token.cpp,723,0,0,46,0,0,0,0
Letos/core/parser/token.h,783,0,0,43,0,0,1,0
Letos/core/plugins/builtinplugin.cpp,59,0,0,7,0,0,0,0
Letos/core/plugins/builtinplugin.h,149,0,3,8,0,0,0,0
Letos/core/plugins/codeformatterplugin.h,17,0,0,3,0,0,0,0
Letos/core/plugins/confignotifiableplugin.h,15,0,0,2,0,0,0,0
Letos/core/plugins/dbplugin.h,74,1,0,10,0,0,0,0
Letos/core/plugins/dbpluginsqlite3.cpp,59,0,0,11,0,0,0,0
Letos/core/plugins/dbpluginsqlite3.h,26,0,1,10,0,0,0,0
Letos/core/plugins/dbpluginstdfilebase.cpp,39,0,0,8,0,0,0,0
Letos/core/plugins/dbpluginstdfilebase.h,17,0,0,13,0,0,0,0
Letos/core/plugins/exportplugin.h,428,1,0,41,0,0,0,0
Letos/core/plugins/genericexportplugin.cpp,176,0,0,12,0,0,0,0
Letos/core/plugins/genericexportplugin.h,64,0,1,8,0,0,0,0
Letos/core/plugins/genericplugin.cpp,68,0,0,6,0,0,0,0
Letos/core/plugins/genericplugin.h,127,0,4,13,0,0,0,0
Letos/core/plugins/importplugin.h,133,3,0,15,0,0,0,0
Letos/core/plugins/plugin.h,183,0,3,7,0,0,0,0
Letos/core/plugins/pluginsymbolresolver.cpp,46,0,0,9,0,0,0,0
Letos/core/plugins/pluginsymbolresolver.h,25,0,0,5,0,0,0,0
Letos/core/plugins/plugintype.cpp,53,0,0,8,0,0,0,0
Letos/core/plugins/plugintype.h,65,0,1,15,0,0,0,0
Letos/core/plugins/populateconstant.cpp,48,0,0,4,0,0,0,0
Letos/core/plugins/populateconstant.h,45,0,1,6,0,0,0,0
Letos/core/plugins/populateconstant.ui,38,2,0,0,0,0,0,0
Letos/core/plugins/populatedictionary.cpp,96,0,2,15,0,0,0,0
Letos/core/plugins/populatedictionary.h,53,0,1,9,0,0,0,0
Letos/core/plugins/populatedictionary.ui,124,2,0,0,0,0,0,0
Letos/core/plugins/populateplugin.h,71,1,0,4,0,0,0,0
Letos/core/plugins/populaterandom.cpp,56,0,1,7,0,0,0,0
Letos/core/plugins/populaterandom.h,50,0,1,8,0,0,0,0
Letos/core/plugins/populaterandom.ui,107,3,0,0,0,0,0,0
Letos/core/plugins/populaterandomtext.cpp,93,0,2,4,0,0,0,0
Letos/core/plugins/populaterandomtext.h,55,0,1,7,0,0,0,0
Letos/core/plugins/populaterandomtext.ui,182,6,0,0,0,0,0,0
Letos/core/plugins/populatescript.cpp,151,0,6,13,0,0,0,0
Letos/core/plugins/populatescript.h,64,0,1,13,0,0,0,0
Letos/core/plugins/populatescript.ui,113,4,0,0,0,0,0,0
Letos/core/plugins/populatesequence.cpp,53,0,0,5,0,0,0,0
Letos/core/plugins/populatesequence.h,48,0,1,4,0,0,0,0
Letos/core/plugins/populatesequence.ui,65,3,0,0,0,0,0,0
Letos/core/plugins/scriptingplugin.h,63,0,0,41,0,0,0,0
Letos/core/plugins/scriptingqt.cpp,298,0,1,51,0,14,0,0
Letos/core/plugins/scriptingqt.h,91,0,3,37,0,10,0,0
Letos/core/plugins/scriptingqtdbproxy.cpp,146,0,2,76,0,7,0,0
Letos/core/plugins/scriptingqtdbproxy.h,46,0,4,46,0,6,0,0
Letos/core/plugins/scriptingsql.cpp,179,0,0,39,0,0,0,0
Letos/core/plugins/scriptingsql.h,51,0,1,24,0,0,0,0
Letos/core/plugins/sqlformatterplugin.cpp,27,0,0,4,0,0,0,0
Letos/core/plugins/sqlformatterplugin.h,17,0,0,4,0,0,0,0
Letos/core/plugins/uiconfiguredplugin.h,57,0,0,1,0,0,0,0
Letos/core/services/codeformatter.cpp,93,0,0,17,0,0,0,0
Letos/core/services/codeformatter.h,32,0,0,13,0,0,0,0
Letos/core/services/codesnippetmanager.cpp,175,0,3,12,0,0,0,0
Letos/core/services/codesnippetmanager.h,50,0,3,11,0,0,0,0
Letos/core/services/collationmanager.h,62,0,5,20,0,0,0,0
Letos/core/services/config.cpp,90,0,0,22,0,0,0,0
Letos/core/services/config.h,233,0,3,116,0,0,0,0
Letos/core/services/dbmanager.cpp,18,0,2,2,0,0,0,0
Letos/core/services/dbmanager.h,310,0,5,37,0,0,0,0
Letos/core/services/exportmanager.cpp,313,0,21,30,0,0,0,0
Letos/core/services/exportmanager.h,245,0,3,31,0,0,0,0
Letos/core/services/extralicensemanager.cpp,118,0,0,30,0,0,0,0
Letos/core/services/extralicensemanager.h,46,0,0,25,0,0,0,0
Letos/core/services/functionmanager.cpp,59,0,0,8,0,0,0,0
Letos/core/services/functionmanager.h,87,0,3,54,0,0,0,0
Letos/core/services/importmanager.cpp,110,0,8,9,0,0,0,0
Letos/core/services/importmanager.h,90,0,1,9,0,0,0,0
Letos/core/services/notifymanager.cpp,94,0,10,27,0,0,0,0
Letos/core/services/notifymanager.h,61,0,4,47,0,0,0,0
Letos/core/services/pluginmanager.h,553,0,2,54,0,0,0,0
Letos/core/services/populatemanager.cpp,95,0,7,5,0,0,0,0
Letos/core/services/populatemanager.h,50,0,3,9,0,0,0,0
Letos/core/services/sqliteextensionmanager.h,51,0,3,14,0,0,1,0
Letos/core/services/updatemanager.cpp,103,0,9,11,9,0,0,0
Letos/core/services/updatemanager.h,47,0,4,6,4,0,0,0
Letos/core/services/impl/collationmanagerimpl.cpp,177,0,2,26,0,0,0,0
Letos/core/services/impl/collationmanagerimpl.h,40,0,0,19,0,0,0,0
Letos/core/services/impl/configimpl.cpp,1462,1,9,243,0,0,1,0
Letos/core/services/impl/configimpl.h,180,0,1,121,0,0,0,0
Letos/core/services/impl/dbmanagerimpl.cpp,650,0,20,79,0,0,0,0
Letos/core/services/impl/dbmanagerimpl.h,186,0,4,46,0,0,0,0
Letos/core/services/impl/functionmanagerimpl.cpp,971,0,2,266,0,0,0,0
Letos/core/services/impl/functionmanagerimpl.h,121,0,1,182,0,0,0,0
Letos/core/services/impl/pluginmanagerimpl.cpp,864,0,7,95,0,0,0,0
Letos/core/services/impl/pluginmanagerimpl.h,349,0,1,63,0,0,0,0
Letos/core/services/impl/sqliteextensionmanagerimpl.cpp,149,0,2,27,0,0,2,0
Letos/core/services/impl/sqliteextensionmanagerimpl.h,30,0,0,8,0,0,0,0
Letos/core/parser/ast/sqlitealtertable.cpp,265,0,0,35,0,0,0,0
Letos/core/parser/ast/sqlitealtertable.h,71,0,1,47,0,0,0,0
Letos/core/parser/ast/sqliteanalyze.cpp,81,0,0,6,0,0,0,0
Letos/core/parser/ast/sqliteanalyze.h,32,0,1,11,0,0,0,0
Letos/core/parser/ast/sqliteattach.h,31,0,1,1,0,0,0,0
Letos/core/parser/ast/sqlitebegintrans.cpp,71,0,0,5,0,0,0,0
Letos/core/parser/ast/sqlitebegintrans.h,40,0,1,6,0,0,2,0
Letos/core/parser/ast/sqlitecolumntype.cpp,90,0,0,6,0,0,0,0
Letos/core/parser/ast/sqlitecolumntype.h,33,0,1,14,0,0,0,0
Letos/core/parser/ast/sqlitecommittrans.cpp,49,0,0,1,0,0,0,0
Letos/core/parser/ast/sqlitecommittrans.h,28,0,1,5,0,0,0,0
Letos/core/parser/ast/sqliteconflictalgo.cpp,38,0,0,4,0,0,0,0
Letos/core/parser/ast/sqliteconflictalgo.h,21,0,0,3,0,0,0,0
Letos/core/parser/ast/sqlitecreateindex.cpp,185,0,0,16,0,0,0,0
Letos/core/parser/ast/sqlitecreateindex.h,61,0,1,28,0,0,0,0
Letos/core/parser/ast/sqlitecreatetable.cpp,1043,0,0,109,0,0,0,0
Letos/core/parser/ast/sqlitecreatetable.h,252,0,1,106,0,0,0,0
Letos/core/parser/ast/sqlitecreatetrigger.cpp,383,0,0,24,0,0,0,0
Letos/core/parser/ast/sqlitecreatetrigger.h,103,0,1,31,0,0,0,0
Letos/core/parser/ast/sqlitecreateview.cpp,196,0,0,13,0,0,0,0
Letos/core/parser/ast/sqlitecreateview.h,48,0,1,19,0,0,0,0
Letos/core/parser/ast/sqlitecreatevirtualtable.cpp,121,0,0,15,0,0,0,0
Letos/core/parser/ast/sqlitecreatevirtualtable.h,45,0,1,24,0,0,0,0
Letos/core/parser/ast/sqliteddlwithdbcontext.h,20,0,0,6,0,0,0,0
Letos/core/parser/ast/sqlitedeferrable.cpp,55,0,0,8,0,0,0,0
Letos/core/parser/ast/sqlitedeferrable.h,28,0,0,5,0,0,0,0
Letos/core/parser/ast/sqlitedelete.cpp,183,0,0,23,0,0,0,0
Letos/core/parser/ast/sqlitedelete.h,60,0,1,35,0,0,0,0
Letos/core/parser/ast/sqlitedetach.h,30,0,1,1,0,0,0,0
Letos/core/parser/ast/sqlitedropindex.cpp,79,0,0,5,0,0,0,0
Letos/core/parser/ast/sqlitedropindex.h,32,0,1,10,0,0,0,0
Letos/core/parser/ast/sqlitedroptable.cpp,87,0,0,6,0,0,0,0
Letos/core/parser/ast/sqlitedroptable.h,34,0,1,11,0,0,0,0
Letos/core/parser/ast/sqlitedroptrigger.cpp,80,0,0,5,0,0,0,0
Letos/core/parser/ast/sqlitedroptrigger.h,32,0,1,10,0,0,0,0
Letos/core/parser/ast/sqlitedropview.cpp,80,0,0,5,0,0,0,0
Letos/core/parser/ast/sqlitedropview.h,32,0,1,10,0,0,0,0
Letos/core/parser/ast/sqliteemptyquery.h,22,0,1,1,0,0,0,0
Letos/core/parser/ast/sqliteexpr.cpp,912,0,0,49,0,0,0,0
Letos/core/parser/ast/sqliteexpr.h,172,0,1,70,0,0,1,0
Letos/core/parser/ast/sqliteextendedindexedcolumn.h,20,0,0,6,0,0,0,0
Letos/core/parser/ast/sqlitefilterover.cpp,139,0,0,1,0,0,0,0
Letos/core/parser/ast/sqlitefilterover.h,68,0,1,3,0,0,0,0
Letos/core/parser/ast/sqliteforeignkey.cpp,193,0,0,9,0,0,0,0
Letos/core/parser/ast/sqliteforeignkey.h,79,0,1,15,0,0,0,0
Letos/core/parser/ast/sqliteindexedcolumn.cpp,78,0,0,8,0,0,0,0
Letos/core/parser/ast/sqliteindexedcolumn.h,39,0,1,14,0,0,0,0
Letos/core/parser/ast/sqliteinsert.cpp,243,0,0,32,0,0,0,0
Letos/core/parser/ast/sqliteinsert.h,72,0,1,42,0,0,0,0
Letos/core/parser/ast/sqlitelimit.cpp,80,0,0,3,0,0,0,0
Letos/core/parser/ast/sqlitelimit.h,34,0,1,4,0,0,0,0
Letos/core/parser/ast/sqlitenulls.cpp,27,0,0,3,0,0,0,0
Letos/core/parser/ast/sqlitenulls.h,18,0,0,3,0,0,0,0
Letos/core/parser/ast/sqliteorderby.cpp,185,0,0,9,0,0,0,0
Letos/core/parser/ast/sqliteorderby.h,45,0,1,6,0,0,0,0
Letos/core/parser/ast/sqlitepragma.cpp,165,0,0,16,0,0,0,0
Letos/core/parser/ast/sqlitepragma.h,48,0,1,23,0,0,0,0
Letos/core/parser/ast/sqlitequery.h,36,0,1,1,0,0,0,0
Letos/core/parser/ast/sqlitequerytype.cpp,104,0,0,2,0,0,0,0
Letos/core/parser/ast/sqlitequerytype.h,43,0,0,2,0,0,0,0
Letos/core/parser/ast/sqlitequerywithaliasedtable.h,18,0,0,5,0,0,0,0
Letos/core/parser/ast/sqliteraise.cpp,74,0,0,6,0,0,0,0
Letos/core/parser/ast/sqliteraise.h,43,0,1,6,0,0,0,0
Letos/core/parser/ast/sqlitereindex.cpp,83,0,0,6,0,0,0,0
Letos/core/parser/ast/sqlitereindex.h,34,0,1,11,0,0,0,0
Letos/core/parser/ast/sqliterelease.cpp,40,0,0,1,0,0,0,0
Letos/core/parser/ast/sqliterelease.h,29,0,1,5,0,0,0,0
Letos/core/parser/ast/sqliterollback.cpp,59,0,0,2,0,0,1,0
Letos/core/parser/ast/sqliterollback.h,31,0,1,6,0,0,0,0
Letos/core/parser/ast/sqlitesavepoint.cpp,34,0,0,1,0,0,0,0
Letos/core/parser/ast/sqlitesavepoint.h,28,0,1,5,0,0,0,0
Letos/core/parser/ast/sqliteselect.cpp,805,0,0,53,0,0,0,0
Letos/core/parser/ast/sqliteselect.h,238,0,1,72,0,0,0,0
Letos/core/parser/ast/sqlitesortorder.cpp,26,0,0,3,0,0,0,0
Letos/core/parser/ast/sqlitesortorder.h,18,0,0,3,0,0,0,0
Letos/core/parser/ast/sqlitestatement.cpp,595,0,2,45,0,0,0,0
Letos/core/parser/ast/sqlitestatement.h,413,0,3,52,0,0,1,0
Letos/core/parser/ast/sqlitetablerelatedddl.h,16,0,0,3,0,0,0,0
Letos/core/parser/ast/sqliteupdate.cpp,277,0,0,19,0,0,0,0
Letos/core/parser/ast/sqliteupdate.h,65,0,1,31,0,0,0,0
Letos/core/parser/ast/sqliteupsert.cpp,153,0,0,7,0,0,0,0
Letos/core/parser/ast/sqliteupsert.h,38,0,1,8,0,0,0,0
Letos/core/parser/ast/sqlitevacuum.cpp,82,0,0,4,0,0,0,0
Letos/core/parser/ast/sqlitevacuum.h,35,0,1,6,0,0,0,0
Letos/core/parser/ast/sqlitewindowdefinition.cpp,309,0,0,20,0,0,0,0
Letos/core/parser/ast/sqlitewindowdefinition.h,132,0,1,19,0,0,0,0
Letos/core/parser/ast/sqlitewith.cpp,88,0,0,3,0,0,0,1
Letos/core/parser/ast/sqlitewith.h,55,0,1,7,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutoraddrowids.cpp,261,0,0,34,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutoraddrowids.h,84,0,1,14,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorattaches.h,29,0,2,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcolumns.cpp,233,0,0,13,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcolumns.h,74,0,1,7,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcolumntype.cpp,51,0,0,7,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcolumntype.h,20,0,1,3,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcountresults.cpp,23,0,0,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorcountresults.h,20,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutordatasources.cpp,37,0,0,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutordatasources.h,25,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutordetectschemaalter.h,15,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorexecute.cpp,146,0,0,14,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorexecute.h,88,0,1,5,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorexplainmode.h,19,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorfilter.cpp,36,0,0,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorfilter.h,21,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorlimit.cpp,31,0,0,3,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorlimit.h,23,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutororder.cpp,84,0,0,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutororder.h,31,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorparsequery.cpp,49,0,0,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorparsequery.h,30,0,1,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorreplaceviews.cpp,158,0,0,17,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorreplaceviews.h,121,0,1,13,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorsmarthints.cpp,81,0,0,11,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorsmarthints.h,29,0,1,4,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorstep.cpp,62,0,0,3,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorstep.h,151,0,3,1,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorvaluesmode.h,15,0,1,0,0,0,0,0
Letos/core/db/queryexecutorsteps/queryexecutorwrapdistinctresults.h,34,0,1,0,0,0,0,0
Letos/core/common/private/blockingsocketprivate.cpp,131,0,0,9,5,0,0,0
Letos/core/common/private/blockingsocketprivate.h,39,0,3,6,6,0,0,0
Letos/core/chillout/posix/posixcrashhandler.cpp,147,0,0,0,0,0,0,2
Letos/core/chillout/windows/windowscrashhandler.cpp,676,0,0,0,0,0,0,1
Letos/core/chillout/windows/windowscrashhandler.h,148,0,0,0,0,0,0,2
Letos/Tests/CompletionHelperTest/tst_completionhelpertest.cpp,399,0,2,98,0,0,0,0
Letos/Tests/DsvFormatsTest/tst_dsvformatstesttest.cpp,241,0,2,63,0,0,0,0
Letos/Tests/FormatterTest/tst_formattertest.cpp,109,0,2,16,0,0,0,0
Letos/Tests/HashTablesTest/tst_hashtablestesttest.cpp,220,0,2,12,0,0,0,0
Letos/Tests/LexerTest/tst_lexertest.cpp,154,0,2,10,0,0,0,0
Letos/Tests/ParserTest/tst_parsertest.cpp,902,0,2,61,0,0,0,0
Letos/Tests/SelectResolverTest/tst_selectresolvertest.cpp,579,0,2,62,0,0,0,0
Letos/Tests/SqlFileExecutorTest/tst_sqlqueryexecutortest.cpp,164,0,2,13,0,0,0,0
Letos/Tests/TableModifierTest/tst_tablemodifiertest.cpp,353,0,2,19,0,0,0,0
Letos/Tests/TestUtils/collationmanagermock.cpp,43,0,0,12,0,0,0,0
Letos/Tests/TestUtils/collationmanagermock.h,22,0,0,10,0,0,0,0
Letos/Tests/TestUtils/configmock.cpp,259,0,0,115,0,0,0,0
Letos/Tests/TestUtils/configmock.h,71,0,0,87,0,0,0,0
Letos/Tests/TestUtils/dbattachermock.cpp,46,0,0,4,0,0,0,0
Letos/Tests/TestUtils/dbattachermock.h,26,0,0,3,0,0,0,0
Letos/Tests/TestUtils/dbmanagermock.cpp,115,0,0,40,0,0,0,0
Letos/Tests/TestUtils/dbmanagermock.h,38,0,0,32,0,0,0,0
Letos/Tests/TestUtils/dbsqlite3mock.cpp,8,0,0,5,0,0,0,0
Letos/Tests/TestUtils/dbsqlite3mock.h,16,0,1,8,0,0,0,0
Letos/Tests/TestUtils/extensionmanagermock.cpp,33,0,0,8,0,0,0,0
Letos/Tests/TestUtils/extensionmanagermock.h,21,0,0,5,0,0,0,0
Letos/Tests/TestUtils/functionmanagermock.cpp,56,0,0,41,0,0,0,0
Letos/Tests/TestUtils/functionmanagermock.h,26,0,0,36,0,0,0,0
Letos/Tests/TestUtils/pluginmanagermock.cpp,168,0,0,55,0,0,0,0
Letos/Tests/TestUtils/pluginmanagermock.h,48,0,0,35,0,0,0,0
Letos/Tests/UtilsTest/tst_utilssqltest.cpp,95,0,2,23,0,0,0,0
